Month,Category_Name,Product_Name,Order_Demand
2012-11-01,Automotive,Automotive_Item_080,42
2012-12-01,Automotive,Automotive_Item_080,10
2013-01-01,Automotive,Automotive_Item_080,18
2013-02-01,Automotive,Automotive_Item_080,21
2013-03-01,Automotive,Automotive_Item_080,16
2013-04-01,Automotive,Automotive_Item_080,5
2013-05-01,Automotive,Automotive_Item_080,34
2013-06-01,Automotive,Automotive_Item_080,19
2013-07-01,Automotive,Automotive_Item_080,5
2013-08-01,Automotive,Automotive_Item_080,8
2013-09-01,Automotive,Automotive_Item_080,14
2013-10-01,Automotive,Automotive_Item_080,86
2013-11-01,Automotive,Automotive_Item_080,10
2013-12-01,Automotive,Automotive_Item_080,27
2014-01-01,Automotive,Automotive_Item_080,0
2014-02-01,Automotive,Automotive_Item_080,25
2014-03-01,Automotive,Automotive_Item_080,18
2014-04-01,Automotive,Automotive_Item_080,134
2014-05-01,Automotive,Automotive_Item_080,6
2014-06-01,Automotive,Automotive_Item_080,1
2014-07-01,Automotive,Automotive_Item_080,50
2014-08-01,Automotive,Automotive_Item_080,10
2014-09-01,Automotive,Automotive_Item_080,25
2014-10-01,Automotive,Automotive_Item_080,85
2014-11-01,Automotive,Automotive_Item_080,4
2014-12-01,Automotive,Automotive_Item_080,8
2015-01-01,Automotive,Automotive_Item_080,0
2015-02-01,Automotive,Automotive_Item_080,20
2015-03-01,Automotive,Automotive_Item_080,7
2015-04-01,Automotive,Automotive_Item_080,0
2015-05-01,Automotive,Automotive_Item_080,5
2015-06-01,Automotive,Automotive_Item_080,2
2015-07-01,Automotive,Automotive_Item_080,12
2015-08-01,Automotive,Automotive_Item_080,10
2015-09-01,Automotive,Automotive_Item_080,19
2015-10-01,Automotive,Automotive_Item_080,0
2015-11-01,Automotive,Automotive_Item_080,28
2015-12-01,Automotive,Automotive_Item_080,5
2016-01-01,Automotive,Automotive_Item_080,23
2016-02-01,Automotive,Automotive_Item_080,19
2016-03-01,Automotive,Automotive_Item_080,15
2016-04-01,Automotive,Automotive_Item_080,37
2016-05-01,Automotive,Automotive_Item_080,8
2016-06-01,Automotive,Automotive_Item_080,7
2016-07-01,Automotive,Automotive_Item_080,17
2016-08-01,Automotive,Automotive_Item_080,27
2016-09-01,Automotive,Automotive_Item_080,6
2016-10-01,Automotive,Automotive_Item_080,17
2016-11-01,Automotive,Automotive_Item_080,23
2016-12-01,Automotive,Automotive_Item_080,7
2011-12-01,Automotive,Automotive_Item_081,78
2012-01-01,Automotive,Automotive_Item_081,351
2012-02-01,Automotive,Automotive_Item_081,487
2012-03-01,Automotive,Automotive_Item_081,367
2012-04-01,Automotive,Automotive_Item_081,757
2012-05-01,Automotive,Automotive_Item_081,240
2012-06-01,Automotive,Automotive_Item_081,406
2012-07-01,Automotive,Automotive_Item_081,217
2012-08-01,Automotive,Automotive_Item_081,248
2012-09-01,Automotive,Automotive_Item_081,286
2012-10-01,Automotive,Automotive_Item_081,355
2012-11-01,Automotive,Automotive_Item_081,1073
2012-12-01,Automotive,Automotive_Item_081,93
2013-01-01,Automotive,Automotive_Item_081,576
2013-02-01,Automotive,Automotive_Item_081,305
2013-03-01,Automotive,Automotive_Item_081,2717
2013-04-01,Automotive,Automotive_Item_081,322
2013-05-01,Automotive,Automotive_Item_081,818
2013-06-01,Automotive,Automotive_Item_081,430
2013-07-01,Automotive,Automotive_Item_081,241
2013-08-01,Automotive,Automotive_Item_081,255
2013-09-01,Automotive,Automotive_Item_081,163
2013-10-01,Automotive,Automotive_Item_081,572
2013-11-01,Automotive,Automotive_Item_081,27
2013-12-01,Automotive,Automotive_Item_081,357
2014-01-01,Automotive,Automotive_Item_081,350
2014-02-01,Automotive,Automotive_Item_081,581
2014-03-01,Automotive,Automotive_Item_081,700
2014-04-01,Automotive,Automotive_Item_081,436
2014-05-01,Automotive,Automotive_Item_081,24
2014-06-01,Automotive,Automotive_Item_081,139
2014-07-01,Automotive,Automotive_Item_081,824
2014-08-01,Automotive,Automotive_Item_081,76
2014-09-01,Automotive,Automotive_Item_081,219
2014-10-01,Automotive,Automotive_Item_081,199
2014-11-01,Automotive,Automotive_Item_081,529
2014-12-01,Automotive,Automotive_Item_081,208
2015-01-01,Automotive,Automotive_Item_081,58
2015-02-01,Automotive,Automotive_Item_081,775
2015-03-01,Automotive,Automotive_Item_081,473
2015-04-01,Automotive,Automotive_Item_081,206
2015-05-01,Automotive,Automotive_Item_081,142
2015-06-01,Automotive,Automotive_Item_081,472
2015-07-01,Automotive,Automotive_Item_081,44
2015-08-01,Automotive,Automotive_Item_081,261
2015-09-01,Automotive,Automotive_Item_081,250
2015-10-01,Automotive,Automotive_Item_081,247
2015-11-01,Automotive,Automotive_Item_081,517
2015-12-01,Automotive,Automotive_Item_081,524
2016-01-01,Automotive,Automotive_Item_081,648
2016-02-01,Automotive,Automotive_Item_081,664
2016-03-01,Automotive,Automotive_Item_081,557
2016-04-01,Automotive,Automotive_Item_081,341
2016-05-01,Automotive,Automotive_Item_081,235
2016-06-01,Automotive,Automotive_Item_081,691
2016-07-01,Automotive,Automotive_Item_081,301
2016-08-01,Automotive,Automotive_Item_081,83
2016-09-01,Automotive,Automotive_Item_081,439
2016-10-01,Automotive,Automotive_Item_081,226
2016-11-01,Automotive,Automotive_Item_081,247
2016-12-01,Automotive,Automotive_Item_081,480
2011-12-01,Automotive,Automotive_Item_082,130
2012-01-01,Automotive,Automotive_Item_082,2195
2012-02-01,Automotive,Automotive_Item_082,3263
2012-03-01,Automotive,Automotive_Item_082,3349
2012-04-01,Automotive,Automotive_Item_082,3272
2012-05-01,Automotive,Automotive_Item_082,5520
2012-06-01,Automotive,Automotive_Item_082,3374
2012-07-01,Automotive,Automotive_Item_082,4558
2012-08-01,Automotive,Automotive_Item_082,2666
2012-09-01,Automotive,Automotive_Item_082,3068
2012-10-01,Automotive,Automotive_Item_082,2783
2012-11-01,Automotive,Automotive_Item_082,4168
2012-12-01,Automotive,Automotive_Item_082,3333
2013-01-01,Automotive,Automotive_Item_082,4499
2013-02-01,Automotive,Automotive_Item_082,1413
2013-03-01,Automotive,Automotive_Item_082,2052
2013-04-01,Automotive,Automotive_Item_082,4837
2013-05-01,Automotive,Automotive_Item_082,1740
2013-06-01,Automotive,Automotive_Item_082,2004
2013-07-01,Automotive,Automotive_Item_082,4857
2013-08-01,Automotive,Automotive_Item_082,3776
2013-09-01,Automotive,Automotive_Item_082,3846
2013-10-01,Automotive,Automotive_Item_082,4210
2013-11-01,Automotive,Automotive_Item_082,3722
2013-12-01,Automotive,Automotive_Item_082,4129
2014-01-01,Automotive,Automotive_Item_082,3310
2014-02-01,Automotive,Automotive_Item_082,1929
2014-03-01,Automotive,Automotive_Item_082,4280
2014-04-01,Automotive,Automotive_Item_082,3950
2014-05-01,Automotive,Automotive_Item_082,3875
2014-06-01,Automotive,Automotive_Item_082,4051
2014-07-01,Automotive,Automotive_Item_082,4450
2014-08-01,Automotive,Automotive_Item_082,3930
2014-09-01,Automotive,Automotive_Item_082,4598
2014-10-01,Automotive,Automotive_Item_082,4205
2014-11-01,Automotive,Automotive_Item_082,3374
2014-12-01,Automotive,Automotive_Item_082,4895
2015-01-01,Automotive,Automotive_Item_082,3334
2015-02-01,Automotive,Automotive_Item_082,3727
2015-03-01,Automotive,Automotive_Item_082,4457
2015-04-01,Automotive,Automotive_Item_082,2994
2015-05-01,Automotive,Automotive_Item_082,3557
2015-06-01,Automotive,Automotive_Item_082,7030
2015-07-01,Automotive,Automotive_Item_082,3824
2015-08-01,Automotive,Automotive_Item_082,2435
2015-09-01,Automotive,Automotive_Item_082,4698
2015-10-01,Automotive,Automotive_Item_082,5186
2015-11-01,Automotive,Automotive_Item_082,2829
2015-12-01,Automotive,Automotive_Item_082,3724
2016-01-01,Automotive,Automotive_Item_082,4635
2016-02-01,Automotive,Automotive_Item_082,834
2016-03-01,Automotive,Automotive_Item_082,2504
2016-04-01,Automotive,Automotive_Item_082,4489
2016-05-01,Automotive,Automotive_Item_082,3379
2016-06-01,Automotive,Automotive_Item_082,6149
2016-07-01,Automotive,Automotive_Item_082,3290
2016-08-01,Automotive,Automotive_Item_082,3634
2016-09-01,Automotive,Automotive_Item_082,2730
2016-10-01,Automotive,Automotive_Item_082,3672
2016-11-01,Automotive,Automotive_Item_082,6936
2016-12-01,Automotive,Automotive_Item_082,3002
2012-01-01,Automotive,Automotive_Item_083,7
2012-02-01,Automotive,Automotive_Item_083,9
2012-03-01,Automotive,Automotive_Item_083,17
2012-04-01,Automotive,Automotive_Item_083,12
2012-05-01,Automotive,Automotive_Item_083,24
2012-06-01,Automotive,Automotive_Item_083,6
2012-07-01,Automotive,Automotive_Item_083,2
2012-08-01,Automotive,Automotive_Item_083,5
2012-09-01,Automotive,Automotive_Item_083,7
2012-10-01,Automotive,Automotive_Item_083,4
2012-11-01,Automotive,Automotive_Item_083,15
2012-12-01,Automotive,Automotive_Item_083,22
2013-01-01,Automotive,Automotive_Item_083,0
2013-02-01,Automotive,Automotive_Item_083,11
2013-03-01,Automotive,Automotive_Item_083,11
2013-04-01,Automotive,Automotive_Item_083,1
2013-05-01,Automotive,Automotive_Item_083,0
2013-06-01,Automotive,Automotive_Item_083,20
2013-07-01,Automotive,Automotive_Item_083,7
2013-08-01,Automotive,Automotive_Item_083,0
2013-09-01,Automotive,Automotive_Item_083,3
2013-10-01,Automotive,Automotive_Item_083,2
2013-11-01,Automotive,Automotive_Item_083,0
2013-12-01,Automotive,Automotive_Item_083,0
2014-01-01,Automotive,Automotive_Item_083,0
2014-02-01,Automotive,Automotive_Item_083,4
2014-03-01,Automotive,Automotive_Item_083,2
2014-04-01,Automotive,Automotive_Item_083,5
2014-05-01,Automotive,Automotive_Item_083,0
2014-06-01,Automotive,Automotive_Item_083,6
2014-07-01,Automotive,Automotive_Item_083,0
2014-08-01,Automotive,Automotive_Item_083,4
2014-09-01,Automotive,Automotive_Item_083,3
2014-10-01,Automotive,Automotive_Item_083,0
2014-11-01,Automotive,Automotive_Item_083,4
2014-12-01,Automotive,Automotive_Item_083,2
2015-01-01,Automotive,Automotive_Item_083,0
2015-02-01,Automotive,Automotive_Item_083,2
2015-03-01,Automotive,Automotive_Item_083,10
2015-04-01,Automotive,Automotive_Item_083,7
2015-05-01,Automotive,Automotive_Item_083,3
2015-06-01,Automotive,Automotive_Item_083,2
2015-07-01,Automotive,Automotive_Item_083,16
2015-08-01,Automotive,Automotive_Item_083,3
2015-09-01,Automotive,Automotive_Item_083,6
2015-10-01,Automotive,Automotive_Item_083,3
2015-11-01,Automotive,Automotive_Item_083,12
2015-12-01,Automotive,Automotive_Item_083,4
2016-01-01,Automotive,Automotive_Item_083,11
2016-02-01,Automotive,Automotive_Item_083,0
2016-03-01,Automotive,Automotive_Item_083,7
2016-04-01,Automotive,Automotive_Item_083,2
2016-05-01,Automotive,Automotive_Item_083,9
2016-06-01,Automotive,Automotive_Item_083,27
2016-07-01,Automotive,Automotive_Item_083,5
2016-08-01,Automotive,Automotive_Item_083,11
2016-09-01,Automotive,Automotive_Item_083,13
2016-10-01,Automotive,Automotive_Item_083,3
2016-11-01,Automotive,Automotive_Item_083,7
2016-12-01,Automotive,Automotive_Item_083,10
2012-01-01,Automotive,Automotive_Item_084,2
2012-02-01,Automotive,Automotive_Item_084,155
2012-03-01,Automotive,Automotive_Item_084,9
2012-04-01,Automotive,Automotive_Item_084,157
2012-05-01,Automotive,Automotive_Item_084,0
2012-06-01,Automotive,Automotive_Item_084,50
2012-07-01,Automotive,Automotive_Item_084,53
2012-08-01,Automotive,Automotive_Item_084,54
2012-09-01,Automotive,Automotive_Item_084,1
2012-10-01,Automotive,Automotive_Item_084,105
2012-11-01,Automotive,Automotive_Item_084,1
2012-12-01,Automotive,Automotive_Item_084,6
2013-01-01,Automotive,Automotive_Item_084,12
2013-02-01,Automotive,Automotive_Item_084,155
2013-03-01,Automotive,Automotive_Item_084,68
2013-04-01,Automotive,Automotive_Item_084,19
2013-05-01,Automotive,Automotive_Item_084,52
2013-06-01,Automotive,Automotive_Item_084,173
2013-07-01,Automotive,Automotive_Item_084,101
2013-08-01,Automotive,Automotive_Item_084,106
2013-09-01,Automotive,Automotive_Item_084,205
2013-10-01,Automotive,Automotive_Item_084,1
2013-11-01,Automotive,Automotive_Item_084,34
2013-12-01,Automotive,Automotive_Item_084,6
2014-01-01,Automotive,Automotive_Item_084,33
2014-02-01,Automotive,Automotive_Item_084,50
2014-03-01,Automotive,Automotive_Item_084,87
2014-04-01,Automotive,Automotive_Item_084,54
2014-05-01,Automotive,Automotive_Item_084,2
2014-06-01,Automotive,Automotive_Item_084,53
2014-07-01,Automotive,Automotive_Item_084,0
2014-08-01,Automotive,Automotive_Item_084,0
2014-09-01,Automotive,Automotive_Item_084,37
2014-10-01,Automotive,Automotive_Item_084,23
2014-11-01,Automotive,Automotive_Item_084,65
2014-12-01,Automotive,Automotive_Item_084,150
2015-01-01,Automotive,Automotive_Item_084,27
2015-02-01,Automotive,Automotive_Item_084,26
2015-03-01,Automotive,Automotive_Item_084,115
2015-04-01,Automotive,Automotive_Item_084,53
2015-05-01,Automotive,Automotive_Item_084,64
2015-06-01,Automotive,Automotive_Item_084,4
2015-07-01,Automotive,Automotive_Item_084,117
2015-08-01,Automotive,Automotive_Item_084,2
2015-09-01,Automotive,Automotive_Item_084,61
2015-10-01,Automotive,Automotive_Item_084,18
2015-11-01,Automotive,Automotive_Item_084,6
2015-12-01,Automotive,Automotive_Item_084,51
2016-01-01,Automotive,Automotive_Item_084,25
2016-02-01,Automotive,Automotive_Item_084,110
2016-03-01,Automotive,Automotive_Item_084,73
2016-04-01,Automotive,Automotive_Item_084,100
2016-05-01,Automotive,Automotive_Item_084,0
2016-06-01,Automotive,Automotive_Item_084,63
2016-07-01,Automotive,Automotive_Item_084,0
2016-08-01,Automotive,Automotive_Item_084,1
2016-09-01,Automotive,Automotive_Item_084,23
2016-10-01,Automotive,Automotive_Item_084,50
2016-11-01,Automotive,Automotive_Item_084,80
2016-12-01,Automotive,Automotive_Item_084,50
2012-01-01,Automotive,Automotive_Item_085,19
2012-02-01,Automotive,Automotive_Item_085,27
2012-03-01,Automotive,Automotive_Item_085,5
2012-04-01,Automotive,Automotive_Item_085,49
2012-05-01,Automotive,Automotive_Item_085,337
2012-06-01,Automotive,Automotive_Item_085,21
2012-07-01,Automotive,Automotive_Item_085,60
2012-08-01,Automotive,Automotive_Item_085,31
2012-09-01,Automotive,Automotive_Item_085,7
2012-10-01,Automotive,Automotive_Item_085,24
2012-11-01,Automotive,Automotive_Item_085,33
2012-12-01,Automotive,Automotive_Item_085,18
2013-01-01,Automotive,Automotive_Item_085,0
2013-02-01,Automotive,Automotive_Item_085,66
2013-03-01,Automotive,Automotive_Item_085,76
2013-04-01,Automotive,Automotive_Item_085,54
2013-05-01,Automotive,Automotive_Item_085,7
2013-06-01,Automotive,Automotive_Item_085,2
2013-07-01,Automotive,Automotive_Item_085,193
2013-08-01,Automotive,Automotive_Item_085,56
2013-09-01,Automotive,Automotive_Item_085,2
2013-10-01,Automotive,Automotive_Item_085,5
2013-11-01,Automotive,Automotive_Item_085,71
2013-12-01,Automotive,Automotive_Item_085,49
2014-01-01,Automotive,Automotive_Item_085,87
2014-02-01,Automotive,Automotive_Item_085,25
2014-03-01,Automotive,Automotive_Item_085,20
2014-04-01,Automotive,Automotive_Item_085,4
2014-05-01,Automotive,Automotive_Item_085,61
2014-06-01,Automotive,Automotive_Item_085,53
2014-07-01,Automotive,Automotive_Item_085,15
2014-08-01,Automotive,Automotive_Item_085,62
2014-09-01,Automotive,Automotive_Item_085,0
2014-10-01,Automotive,Automotive_Item_085,12
2014-11-01,Automotive,Automotive_Item_085,242
2014-12-01,Automotive,Automotive_Item_085,107
2015-01-01,Automotive,Automotive_Item_085,30
2015-02-01,Automotive,Automotive_Item_085,20
2015-03-01,Automotive,Automotive_Item_085,48
2015-04-01,Automotive,Automotive_Item_085,16
2015-05-01,Automotive,Automotive_Item_085,105
2015-06-01,Automotive,Automotive_Item_085,30
2015-07-01,Automotive,Automotive_Item_085,100
2015-08-01,Automotive,Automotive_Item_085,87
2015-09-01,Automotive,Automotive_Item_085,36
2015-10-01,Automotive,Automotive_Item_085,67
2015-11-01,Automotive,Automotive_Item_085,104
2015-12-01,Automotive,Automotive_Item_085,49
2016-01-01,Automotive,Automotive_Item_085,120
2016-02-01,Automotive,Automotive_Item_085,7
2016-03-01,Automotive,Automotive_Item_085,12
2016-04-01,Automotive,Automotive_Item_085,5
2016-05-01,Automotive,Automotive_Item_085,6
2016-06-01,Automotive,Automotive_Item_085,38
2016-07-01,Automotive,Automotive_Item_085,2
2016-08-01,Automotive,Automotive_Item_085,4
2016-09-01,Automotive,Automotive_Item_085,4
2016-10-01,Automotive,Automotive_Item_085,20
2016-11-01,Automotive,Automotive_Item_085,0
2016-12-01,Automotive,Automotive_Item_085,25
2012-01-01,Automotive,Automotive_Item_086,549
2012-02-01,Automotive,Automotive_Item_086,676
2012-03-01,Automotive,Automotive_Item_086,1074
2012-04-01,Automotive,Automotive_Item_086,903
2012-05-01,Automotive,Automotive_Item_086,964
2012-06-01,Automotive,Automotive_Item_086,552
2012-07-01,Automotive,Automotive_Item_086,564
2012-08-01,Automotive,Automotive_Item_086,415
2012-09-01,Automotive,Automotive_Item_086,613
2012-10-01,Automotive,Automotive_Item_086,1542
2012-11-01,Automotive,Automotive_Item_086,948
2012-12-01,Automotive,Automotive_Item_086,618
2013-01-01,Automotive,Automotive_Item_086,729
2013-02-01,Automotive,Automotive_Item_086,826
2013-03-01,Automotive,Automotive_Item_086,534
2013-04-01,Automotive,Automotive_Item_086,757
2013-05-01,Automotive,Automotive_Item_086,660
2013-06-01,Automotive,Automotive_Item_086,889
2013-07-01,Automotive,Automotive_Item_086,2076
2013-08-01,Automotive,Automotive_Item_086,1096
2013-09-01,Automotive,Automotive_Item_086,1037
2013-10-01,Automotive,Automotive_Item_086,869
2013-11-01,Automotive,Automotive_Item_086,976
2013-12-01,Automotive,Automotive_Item_086,1412
2014-01-01,Automotive,Automotive_Item_086,401
2014-02-01,Automotive,Automotive_Item_086,602
2014-03-01,Automotive,Automotive_Item_086,1374
2014-04-01,Automotive,Automotive_Item_086,319
2014-05-01,Automotive,Automotive_Item_086,288
2014-06-01,Automotive,Automotive_Item_086,428
2014-07-01,Automotive,Automotive_Item_086,799
2014-08-01,Automotive,Automotive_Item_086,1231
2014-09-01,Automotive,Automotive_Item_086,507
2014-10-01,Automotive,Automotive_Item_086,977
2014-11-01,Automotive,Automotive_Item_086,1675
2014-12-01,Automotive,Automotive_Item_086,961
2015-01-01,Automotive,Automotive_Item_086,833
2015-02-01,Automotive,Automotive_Item_086,1543
2015-03-01,Automotive,Automotive_Item_086,1306
2015-04-01,Automotive,Automotive_Item_086,376
2015-05-01,Automotive,Automotive_Item_086,639
2015-06-01,Automotive,Automotive_Item_086,633
2015-07-01,Automotive,Automotive_Item_086,841
2015-08-01,Automotive,Automotive_Item_086,436
2015-09-01,Automotive,Automotive_Item_086,605
2015-10-01,Automotive,Automotive_Item_086,1023
2015-11-01,Automotive,Automotive_Item_086,588
2015-12-01,Automotive,Automotive_Item_086,456
2016-01-01,Automotive,Automotive_Item_086,213
2016-02-01,Automotive,Automotive_Item_086,602
2016-03-01,Automotive,Automotive_Item_086,222
2016-04-01,Automotive,Automotive_Item_086,660
2016-05-01,Automotive,Automotive_Item_086,190
2016-06-01,Automotive,Automotive_Item_086,402
2016-07-01,Automotive,Automotive_Item_086,377
2016-08-01,Automotive,Automotive_Item_086,377
2016-09-01,Automotive,Automotive_Item_086,506
2016-10-01,Automotive,Automotive_Item_086,140
2016-11-01,Automotive,Automotive_Item_086,218
2016-12-01,Automotive,Automotive_Item_086,118
2012-01-01,Automotive,Automotive_Item_087,31
2012-02-01,Automotive,Automotive_Item_087,169
2012-03-01,Automotive,Automotive_Item_087,487
2012-04-01,Automotive,Automotive_Item_087,458
2012-05-01,Automotive,Automotive_Item_087,211
2012-06-01,Automotive,Automotive_Item_087,208
2012-07-01,Automotive,Automotive_Item_087,155
2012-08-01,Automotive,Automotive_Item_087,71
2012-09-01,Automotive,Automotive_Item_087,55
2012-10-01,Automotive,Automotive_Item_087,87
2012-11-01,Automotive,Automotive_Item_087,54
2012-12-01,Automotive,Automotive_Item_087,81
2013-01-01,Automotive,Automotive_Item_087,40
2013-02-01,Automotive,Automotive_Item_087,143
2013-03-01,Automotive,Automotive_Item_087,49
2013-04-01,Automotive,Automotive_Item_087,30
2013-05-01,Automotive,Automotive_Item_087,146
2013-06-01,Automotive,Automotive_Item_087,240
2013-07-01,Automotive,Automotive_Item_087,61
2013-08-01,Automotive,Automotive_Item_087,32
2013-09-01,Automotive,Automotive_Item_087,151
2013-10-01,Automotive,Automotive_Item_087,139
2013-11-01,Automotive,Automotive_Item_087,28
2013-12-01,Automotive,Automotive_Item_087,187
2014-01-01,Automotive,Automotive_Item_087,84
2014-02-01,Automotive,Automotive_Item_087,100
2014-03-01,Automotive,Automotive_Item_087,132
2014-04-01,Automotive,Automotive_Item_087,88
2014-05-01,Automotive,Automotive_Item_087,23
2014-06-01,Automotive,Automotive_Item_087,100
2014-07-01,Automotive,Automotive_Item_087,102
2014-08-01,Automotive,Automotive_Item_087,15
2014-09-01,Automotive,Automotive_Item_087,132
2014-10-01,Automotive,Automotive_Item_087,20
2014-11-01,Automotive,Automotive_Item_087,202
2014-12-01,Automotive,Automotive_Item_087,34
2015-01-01,Automotive,Automotive_Item_087,48
2015-02-01,Automotive,Automotive_Item_087,86
2015-03-01,Automotive,Automotive_Item_087,129
2015-04-01,Automotive,Automotive_Item_087,57
2015-05-01,Automotive,Automotive_Item_087,171
2015-06-01,Automotive,Automotive_Item_087,42
2015-07-01,Automotive,Automotive_Item_087,131
2015-08-01,Automotive,Automotive_Item_087,24
2015-09-01,Automotive,Automotive_Item_087,141
2015-10-01,Automotive,Automotive_Item_087,25
2015-11-01,Automotive,Automotive_Item_087,64
2015-12-01,Automotive,Automotive_Item_087,151
2016-01-01,Automotive,Automotive_Item_087,8
2016-02-01,Automotive,Automotive_Item_087,16
2016-03-01,Automotive,Automotive_Item_087,15
2016-04-01,Automotive,Automotive_Item_087,11
2016-05-01,Automotive,Automotive_Item_087,47
2016-06-01,Automotive,Automotive_Item_087,29
2016-07-01,Automotive,Automotive_Item_087,53
2016-08-01,Automotive,Automotive_Item_087,11
2016-09-01,Automotive,Automotive_Item_087,10
2016-10-01,Automotive,Automotive_Item_087,3
2016-11-01,Automotive,Automotive_Item_087,14
2016-12-01,Automotive,Automotive_Item_087,4
2012-01-01,Automotive,Automotive_Item_088,168
2012-02-01,Automotive,Automotive_Item_088,113
2012-03-01,Automotive,Automotive_Item_088,31
2012-04-01,Automotive,Automotive_Item_088,20
2012-05-01,Automotive,Automotive_Item_088,65
2012-06-01,Automotive,Automotive_Item_088,132
2012-07-01,Automotive,Automotive_Item_088,63
2012-08-01,Automotive,Automotive_Item_088,16
2012-09-01,Automotive,Automotive_Item_088,17
2012-10-01,Automotive,Automotive_Item_088,53
2012-11-01,Automotive,Automotive_Item_088,38
2012-12-01,Automotive,Automotive_Item_088,46
2013-01-01,Automotive,Automotive_Item_088,39
2013-02-01,Automotive,Automotive_Item_088,104
2013-03-01,Automotive,Automotive_Item_088,107
2013-04-01,Automotive,Automotive_Item_088,63
2013-05-01,Automotive,Automotive_Item_088,69
2013-06-01,Automotive,Automotive_Item_088,212
2013-07-01,Automotive,Automotive_Item_088,46
2013-08-01,Automotive,Automotive_Item_088,171
2013-09-01,Automotive,Automotive_Item_088,32
2013-10-01,Automotive,Automotive_Item_088,90
2013-11-01,Automotive,Automotive_Item_088,188
2013-12-01,Automotive,Automotive_Item_088,197
2014-01-01,Automotive,Automotive_Item_088,76
2014-02-01,Automotive,Automotive_Item_088,115
2014-03-01,Automotive,Automotive_Item_088,241
2014-04-01,Automotive,Automotive_Item_088,41
2014-05-01,Automotive,Automotive_Item_088,72
2014-06-01,Automotive,Automotive_Item_088,131
2014-07-01,Automotive,Automotive_Item_088,50
2014-08-01,Automotive,Automotive_Item_088,76
2014-09-01,Automotive,Automotive_Item_088,79
2014-10-01,Automotive,Automotive_Item_088,87
2014-11-01,Automotive,Automotive_Item_088,31
2014-12-01,Automotive,Automotive_Item_088,131
2015-01-01,Automotive,Automotive_Item_088,55
2015-02-01,Automotive,Automotive_Item_088,82
2015-03-01,Automotive,Automotive_Item_088,87
2015-04-01,Automotive,Automotive_Item_088,35
2015-05-01,Automotive,Automotive_Item_088,38
2015-06-01,Automotive,Automotive_Item_088,130
2015-07-01,Automotive,Automotive_Item_088,21
2015-08-01,Automotive,Automotive_Item_088,134
2015-09-01,Automotive,Automotive_Item_088,166
2015-10-01,Automotive,Automotive_Item_088,41
2015-11-01,Automotive,Automotive_Item_088,63
2015-12-01,Automotive,Automotive_Item_088,26
2016-01-01,Automotive,Automotive_Item_088,287
2016-02-01,Automotive,Automotive_Item_088,59
2016-03-01,Automotive,Automotive_Item_088,64
2016-04-01,Automotive,Automotive_Item_088,78
2016-05-01,Automotive,Automotive_Item_088,78
2016-06-01,Automotive,Automotive_Item_088,54
2016-07-01,Automotive,Automotive_Item_088,41
2016-08-01,Automotive,Automotive_Item_088,60
2016-09-01,Automotive,Automotive_Item_088,65
2016-10-01,Automotive,Automotive_Item_088,101
2016-11-01,Automotive,Automotive_Item_088,67
2016-12-01,Automotive,Automotive_Item_088,106
2012-01-01,Automotive,Automotive_Item_089,340
2012-02-01,Automotive,Automotive_Item_089,311
2012-03-01,Automotive,Automotive_Item_089,327
2012-04-01,Automotive,Automotive_Item_089,210
2012-05-01,Automotive,Automotive_Item_089,261
2012-06-01,Automotive,Automotive_Item_089,160
2012-07-01,Automotive,Automotive_Item_089,313
2012-08-01,Automotive,Automotive_Item_089,510
2012-09-01,Automotive,Automotive_Item_089,539
2012-10-01,Automotive,Automotive_Item_089,630
2012-11-01,Automotive,Automotive_Item_089,220
2012-12-01,Automotive,Automotive_Item_089,300
2013-01-01,Automotive,Automotive_Item_089,1210
2013-02-01,Automotive,Automotive_Item_089,1113
2013-03-01,Automotive,Automotive_Item_089,250
2013-04-01,Automotive,Automotive_Item_089,370
2013-05-01,Automotive,Automotive_Item_089,150
2013-06-01,Automotive,Automotive_Item_089,230
2013-07-01,Automotive,Automotive_Item_089,630
2013-08-01,Automotive,Automotive_Item_089,750
2013-09-01,Automotive,Automotive_Item_089,772
2013-10-01,Automotive,Automotive_Item_089,194
2013-11-01,Automotive,Automotive_Item_089,190
2013-12-01,Automotive,Automotive_Item_089,40
2014-01-01,Automotive,Automotive_Item_089,310
2014-02-01,Automotive,Automotive_Item_089,409
2014-03-01,Automotive,Automotive_Item_089,194
2014-04-01,Automotive,Automotive_Item_089,656
2014-05-01,Automotive,Automotive_Item_089,89
2014-06-01,Automotive,Automotive_Item_089,250
2014-07-01,Automotive,Automotive_Item_089,82
2014-08-01,Automotive,Automotive_Item_089,87
2014-09-01,Automotive,Automotive_Item_089,167
2014-10-01,Automotive,Automotive_Item_089,181
2014-11-01,Automotive,Automotive_Item_089,245
2014-12-01,Automotive,Automotive_Item_089,217
2015-01-01,Automotive,Automotive_Item_089,150
2015-02-01,Automotive,Automotive_Item_089,167
2015-03-01,Automotive,Automotive_Item_089,333
2015-04-01,Automotive,Automotive_Item_089,280
2015-05-01,Automotive,Automotive_Item_089,289
2015-06-01,Automotive,Automotive_Item_089,229
2015-07-01,Automotive,Automotive_Item_089,320
2015-08-01,Automotive,Automotive_Item_089,138
2015-09-01,Automotive,Automotive_Item_089,439
2015-10-01,Automotive,Automotive_Item_089,262
2015-11-01,Automotive,Automotive_Item_089,62
